,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
8917,Data scientist,140000.0,Senior,Washington,District of Columbia,188500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,241645.12,191659.03214569535,0.7931425726523894
8918,Data scientist,85000.0,Mid,New Brunswick,New Jersey,103400.0,31.19,82.79,8059.16,19.49,103.4,100000.0,3098.4,56142.0,64201.16,149201.16,106498.4,0.7137906970696474
8919,Data scientist,91000.0,Mid,Lexington,Kentucky,91100.0,19.19,79.56,4469.83,13.28,91.1,100000.0,2388.96,34542.0,39011.83,130011.83,93488.96,0.7190804098365511
8920,Data scientist,69000.0,Mid,University Park,Pennsylvania,93450.0,28.6,84.33,6024.26,17.6,93.45,100000.0,2912.76,51480.0,57504.26,126504.26,96362.76,0.7617352965030584
8921,Data scientist,236000.0,Mid,San Francisco,California,151000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,155269.36,0.430573405678024
8922,Data scientist,236000.0,Mid,San Francisco,California,114000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,118269.36,0.3279696723330363
8923,Data scientist,236000.0,Mid,San Francisco,California,155500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,159769.36,0.4430522381118738
8924,Data scientist,236000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,228769.36,0.6343943354309048
8925,Data scientist,236000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,228769.36,0.6343943354309048
8926,Data scientist,236000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,173769.36,0.4818752723505178
8927,Data scientist,236000.0,Mid,San Francisco,California,270000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,274269.36,0.7605691967064977
8928,Data scientist,236000.0,Mid,San Francisco,California,187500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,191769.36,0.5317906020859172
8929,Data scientist,236000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,228769.36,0.6343943354309048
8930,Data scientist,236000.0,Mid,San Francisco,California,270500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,274769.36,0.7619557336435921
8931,Data scientist,236000.0,Mid,San Francisco,California,157500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,161769.36,0.4485983858602515
8932,Data scientist,236000.0,Mid,San Francisco,California,198500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,202769.36,0.5622944147019946
8933,Data scientist,236000.0,Mid,San Francisco,California,165000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,169269.36,0.4693964399166679
8934,Data scientist,236000.0,Mid,San Francisco,California,307500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,311769.36,0.8645594669885798
8935,Data scientist,236000.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,164269.36,0.4555310705457236
8936,Data scientist,236000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,173769.36,0.4818752723505178
8937,Data scientist,236000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,173769.36,0.4818752723505178
8938,Data scientist,236000.0,Mid,San Francisco,California,236000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,240269.36,0.6662846849840767
8939,Data scientist,236000.0,Mid,San Francisco,California,147000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,151269.36,0.4194811101812685
8940,Data scientist,236000.0,Mid,San Francisco,California,200000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,204269.36,0.5664540255132778
8941,Data scientist,236000.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,164269.36,0.4555310705457236
8942,Data scientist,236000.0,Mid,San Francisco,California,211500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,360610.66,215769.36,0.5983443750664497
8943,Data scientist,118500.0,Senior,Washington,District of Columbia,137500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,220145.12,140659.03214569535,0.638937770438406
8944,Data scientist,118500.0,Senior,Washington,District of Columbia,124500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,220145.12,127659.03214569535,0.5798858141651987
8945,Data scientist,118500.0,Senior,Washington,District of Columbia,188500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,220145.12,191659.03214569535,0.8706031373563736
8946,Data scientist,220500.0,Senior,San Jose,California,208200.0,45.99,80.83,8394.62,30.55,173.5,120000.0,4269.360000000001,82782.0,91176.62,311676.62,212469.36,0.6816981010638526
8947,Data scientist,138000.0,Senior,Boston,Massachusetts,156000.0,65.72,93.6,8589.18,31.22,132.6,120000.0,4494.96,118296.0,126885.18,264885.18,160494.96,0.60590388635559
8948,Data scientist,138000.0,Senior,Boston,Massachusetts,160000.0,65.72,93.6,8589.18,31.22,132.6,120000.0,4494.96,118296.0,126885.18,264885.18,164494.96,0.6210047689342227
8949,Data scientist,138000.0,Senior,Boston,Massachusetts,167500.0,65.72,93.6,8589.18,31.22,132.6,120000.0,4494.96,118296.0,126885.18,264885.18,171994.96,0.6493189237691591
8950,Data scientist,138000.0,Senior,Boston,Massachusetts,181000.0,65.72,93.6,8589.18,31.22,132.6,120000.0,4494.96,118296.0,126885.18,264885.18,185494.96,0.7002844024720447
8951,Data scientist,138000.0,Senior,Boston,Massachusetts,138500.0,65.72,93.6,8589.18,31.22,132.6,120000.0,4494.96,118296.0,126885.18,264885.18,142994.96,0.5398375250740717
8952,Data scientist,190000.0,Senior,Santa Monica,California,165000.0,64.94,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,116892.0,123928.89,313928.89,169269.36,0.5391965040235703
8953,Data scientist,90500.0,Mid,Lemont,Illinois,88060.0,23.79,80.83,7041.83,15.99,88.06,100000.0,2696.88,42822.0,49863.83,140363.83000000002,90756.88,0.6465830976541463
8954,Data scientist,210000.0,Mid,New York,New York,66500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,70101.92,0.2492603641291945
8955,Data scientist,210000.0,Mid,New York,New York,40000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,43601.92,0.155034704554911
8956,Data scientist,210000.0,Mid,New York,New York,250000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,253601.92,0.9017286106152708
8957,Data scientist,210000.0,Mid,New York,New York,165000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,168601.92,0.5994953629241728
8958,Data scientist,210000.0,Mid,New York,New York,246500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,250101.92,0.8892837121809315
8959,Data scientist,210000.0,Mid,New York,New York,185000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,188601.92,0.6706090682632547
8960,Data scientist,210000.0,Mid,New York,New York,231500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,235101.92,0.8359484331766202
8961,Data scientist,210000.0,Mid,New York,New York,80000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,83601.92,0.2972621152330748
8962,Data scientist,210000.0,Mid,New York,New York,136000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,139601.92,0.4963804901825041
8963,Data scientist,210000.0,Mid,New York,New York,52610.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,56211.92,0.1998718957712021
8964,Data scientist,210000.0,Mid,New York,New York,177500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,281239.74,181101.92,0.643941428761099
8965,Data scientist,251500.0,Mid,New York,New York,66500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,70101.92,0.2172088259103139
8966,Data scientist,251500.0,Mid,New York,New York,40000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,43601.92,0.1350993218250718
8967,Data scientist,251500.0,Mid,New York,New York,250000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,253601.92,0.7857784108024628
8968,Data scientist,251500.0,Mid,New York,New York,165000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,168601.92,0.522408303359233
8969,Data scientist,251500.0,Mid,New York,New York,246500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,250101.92,0.7749337593195063
8970,Data scientist,251500.0,Mid,New York,New York,185000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,188601.92,0.5843777404046989
8971,Data scientist,251500.0,Mid,New York,New York,231500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,235101.92,0.7284566815354069
8972,Data scientist,251500.0,Mid,New York,New York,80000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,83601.92,0.2590381959160034
8973,Data scientist,251500.0,Mid,New York,New York,136000.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,139601.92,0.4325526196433077
8974,Data scientist,251500.0,Mid,New York,New York,52610.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,56211.92,0.174171051882238
8975,Data scientist,251500.0,Mid,New York,New York,177500.0,33.56,80.83,10831.74,24.37,128.0,100000.0,3601.92,60408.0,71239.74,322739.74,181101.92,0.5611392015126492
8976,Data scientist,127500.0,Senior,Korea,Virginia,113652.0,28.91,86.7,5590.44,14.46,94.71,120000.0,2602.08,52038.0,57628.44,185128.44,116254.08,0.6279644553802755
8977,Data scientist,188500.0,Senior,Spring,Texas,109260.0,36.54,80.83,5151.54,15.32,91.05,120000.0,2624.52,65772.0,70923.54,259423.54,111884.52,0.4312812939026273
8978,Data scientist,171000.0,Mid,Industry,California,125750.0,40.28,80.83,7036.89,30.55,125.75,100000.0,4269.360000000001,72504.0,79540.89,250540.89,130019.36,0.5189546504764152
8979,Data scientist,112000.0,Senior,Tysons Corner,Virginia,113652.0,28.91,86.7,5590.44,14.46,94.71,120000.0,2602.08,52038.0,57628.44,169628.44,116254.08,0.6853454526847031
8980,Data scientist,93500.0,Senior,Las Vegas,Nevada,120840.0,30.23,80.83,5392.82,14.88,100.7,120000.0,2577.0,54414.0,59806.82,153306.82,123417.0,0.8050326789114796
8981,Data scientist,195000.0,Mid,Oakland,California,125750.0,51.74,80.83,8415.01,30.55,125.75,100000.0,4269.360000000001,93132.0,101547.01,296547.01,130019.36,0.438444346479838
8982,Data scientist,159000.0,Mid,Collegeville,Pennsylvania,93450.0,28.6,84.33,6024.26,17.6,93.45,100000.0,2912.76,51480.0,57504.26,216504.26,96362.76,0.4450848218875692
8983,Data scientist,131500.0,Mid,Lorton,Virginia,94710.0,28.91,86.7,5590.44,14.46,94.71,100000.0,2602.08,52038.0,57628.44,189128.44,97312.08,0.5145290681824478
8984,Data scientist,91500.0,Mid,Ai,Ohio,88800.0,20.56,80.83,4054.52,15.98,88.8,100000.0,2695.8,37008.0,41062.52,132562.52,91495.8,0.690208665315053
8985,Data scientist,126500.0,Mid,Camarillo,California,125750.0,25.88,80.83,7036.89,30.55,125.75,100000.0,4269.360000000001,46584.0,53620.89,180120.89,130019.36,0.7218449786696035
8986,Data scientist,134000.0,Mid,Atlanta,Georgia,145000.0,34.79,80.83,7289.35,13.49,100.3,100000.0,2426.88,62622.0,69911.35,203911.35,147426.88,0.7229949681565052
8987,Data scientist,134000.0,Mid,Atlanta,Georgia,180000.0,34.79,80.83,7289.35,13.49,100.3,100000.0,2426.88,62622.0,69911.35,203911.35,182426.88,0.8946381846817256
8988,Data scientist,231500.0,Senior,New York,New York,187500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,302739.74,191101.92,0.6312416070648671
8989,Data scientist,231500.0,Senior,New York,New York,183000.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,302739.74,186601.92,0.6163773543572444
8990,Data scientist,231500.0,Senior,New York,New York,213500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,302739.74,217101.92,0.7171239560422428
8991,Data scientist,231500.0,Senior,New York,New York,197500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,302739.74,201101.92,0.6642732797484732
8992,Data scientist,231500.0,Senior,New York,New York,170000.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,302739.74,173601.92,0.5734361798685564
8993,Data scientist,215500.0,Senior,Palo Alto,California,150900.0,87.75,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,157950.0,164986.89,380486.89,155169.36,0.4078178882851916
8994,Data scientist,156000.0,Mid,Plano,Texas,100500.0,37.11,80.83,7098.23,15.32,91.05,100000.0,2624.52,66798.0,73896.23,229896.23,103124.52,0.4485698612804569
8995,Data scientist,156000.0,Mid,Plano,Texas,294500.0,37.11,80.83,7098.23,15.32,91.05,100000.0,2624.52,66798.0,73896.23,229896.23,297124.52,1.292428849311709
8996,Data scientist,225500.0,Mid,Ann Arbor,Michigan,99300.0,25.33,80.83,3880.78,18.41,99.3,100000.0,2958.24,45593.99999999999,49474.77999999999,274974.77999999997,102258.24,0.3718822504376584
8997,Data scientist,112000.0,Mid,Ann Arbor,Michigan,99300.0,25.33,80.83,3880.78,18.41,99.3,100000.0,2958.24,45593.99999999999,49474.77999999999,161474.78,102258.24,0.633276849796606
8998,Data scientist,123500.0,Senior,Wright Patterson AFB,Ohio,106560.0,20.56,80.83,4054.52,15.98,88.8,120000.0,2695.8,37008.0,41062.52,164562.52,109255.8,0.6639166682668691
8999,Data scientist,137000.0,Mid,Seattle,Washington,124600.0,43.13,80.83,10361.54,11.83,124.6,100000.0,2247.6000000000004,77634.0,87995.54000000001,224995.54,126847.6,0.5637782864495892
9000,Data scientist,146000.0,Senior,Atlanta,Georgia,100000.0,34.79,80.83,7289.35,13.49,100.3,120000.0,2426.88,62622.0,69911.35,215911.35,102426.88,0.4743932174014937
9001,Data scientist,146000.0,Senior,Atlanta,Georgia,152500.0,34.79,80.83,7289.35,13.49,100.3,120000.0,2426.88,62622.0,69911.35,215911.35,154926.88,0.7175485679655099
9002,Data scientist,100000.0,Senior,Dahlgren,Virginia,113652.0,28.91,86.7,5590.44,14.46,94.71,120000.0,2602.08,52038.0,57628.44,157628.44,116254.08,0.737519701393987
9003,Data scientist,186500.0,Senior,Raritan,New Jersey,124080.0,31.19,82.79,8059.16,19.49,103.4,120000.0,3098.4,56142.0,64201.16,250701.16,127178.4,0.5072908318413843
9004,Data scientist,161000.0,Mid,Waltham,Massachusetts,114550.0,48.35,93.6,6062.35,31.22,114.55,100000.0,4494.96,87030.0,93092.35,254092.35,119044.96,0.4685106025427369
9005,Data scientist,132500.0,Mid,Annapolis Junction,Maryland,101120.0,26.17,75.44,6001.22,18.15,101.12,100000.0,2865.4799999999996,47106.00000000001,53107.22000000001,185607.22,103985.48,0.5602448008218646
9006,Data scientist,120500.0,Senior,Miami,Florida,132120.0,49.18,83.25,4541.57,14.2,110.1,120000.0,2532.6,88524.0,93065.57,213565.57,134652.6,0.6304976967963516
9007,Data scientist,130000.0,Senior,Hillsboro,Oregon,127452.0,24.32,72.27,5185.42,14.12,106.21,120000.0,2392.2,43776.0,48961.42,178961.41999999998,129844.2,0.7255429689818063
9008,Data scientist,249500.0,Mid,San Francisco,California,151000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,155269.36,0.4150359147745214
9009,Data scientist,249500.0,Mid,San Francisco,California,114000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,118269.36,0.3161346966162364
9010,Data scientist,249500.0,Mid,San Francisco,California,155500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,159769.36,0.4270644413072858
9011,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
9012,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
9013,Data scientist,249500.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,173769.36,0.4644865238536639
9014,Data scientist,249500.0,Mid,San Francisco,California,270000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,274269.36,0.7331236164187355
9015,Data scientist,249500.0,Mid,San Francisco,California,187500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,191769.36,0.5126006299847216
9016,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
9017,Data scientist,249500.0,Mid,San Francisco,California,270500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,274769.36,0.7344601193668204
9018,Data scientist,249500.0,Mid,San Francisco,California,157500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,161769.36,0.4324104530996255
9019,Data scientist,249500.0,Mid,San Francisco,California,198500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,202769.36,0.54200369484259
